name,MEFs,ESCs,log2FC,threshold
Hist1h1b,0.526521327740004,0.823214040118062,0.2562361933450376,FALSE
Psmc6,132.003885021526,155.535437650788,0.23502091488727003,FALSE
Rpl10,1258.17068645677,1470.25186991371,0.22457038853225034,FALSE
Krt71,0.00115426782099631,0.149683379771453,0.1995723047613409,FALSE
Hist2h2ac,0.411795403954212,0.573642362797201,0.15657667115317514,FALSE
Vcp,201.000061786695,223.961021818413,0.15531931828937598,FALSE
Acads,23.3152247408248,26.013447681251,0.15181785417473892,FALSE
Tubb1,0.00713905616741388,0.118615561633612,0.15145141495860112,FALSE
Etfb,104.393213894102,114.38819034133,0.13071359866995752,FALSE
Atp2a2,75.0626259328588,82.2538382912569,0.13032904054995612,FALSE
Krt5,0.0103125133267643,0.0872965090084907,0.10594379988840422,FALSE
H2afj,18.1026848608155,19.4187230775111,0.09611722576979218,FALSE
Krt79,0.028719636541871,0.0969872638361766,0.09269692695059946,FALSE
Actb,1234.47726860938,1295.76376501382,0.06984721689533777,FALSE
Rpl18a,0.116624860240712,0.163840111506616,0.05974829287286643,FALSE
Trpm7,18.3509478750098,19.0926016393933,0.05426014366916152,FALSE
Pebp1,245.819287107354,255.095079165614,0.0532243971279529,FALSE
Pax7,0,0.033302363645643,0.047262475599901335,FALSE
Hist1h1t,0.013757556155953801,0.0446013798825575,0.043239846802323026,FALSE
Cfl1,940.207227478756,967.292365930831,0.04093032123979004,FALSE
Krt1,0.00615295032982259,0.0315836824930509,0.036011224901795064,FALSE
Krt74,0,0.0230389003194482,0.03286100356902596,FALSE
Acot10,0.00326529374475729,0.0132324197959962,0.014261995274380924,FALSE
Krt2,0,0.00778347846400545,0.011185710166656426,FALSE
Krt33a,0,0.00242265982447245,0.0034909323491247347,FALSE
Krt77,0,0.00236628612291405,0.0034097965668662277,FALSE
Krt86,0,0.00207532951290268,0.0029909650498482396,FALSE
Alb,0.00614140539120406,0.00796406430795741,0.0026111261180655847,FALSE
Akr1b3,0,0,0,FALSE
Fbll1,0,0,0,FALSE
Hba-a1,0,0,0,FALSE
Krt34,0,0,0,FALSE
Krt35,0,0,0,FALSE
Krt40,0,0,0,FALSE
Krt76,0,0,0,FALSE
Krt81,0,0,0,FALSE
Krt82,0,0,0,FALSE
Pgk2,0,0,0,FALSE
Rp1,0,0,0,FALSE
Krt73,0.00116498525666016,0,-0.001679740206071663,FALSE
Upp2,0.00462700352092067,0.00250008964062031,-0.003057593379633471,FALSE
Ddx17,74.1144917257021,73.3390045495801,-0.014971901923106188,FALSE
Col4a3,0.0221527176740962,0.00425238850128972,-0.025488869716819594,FALSE
Rab8a,42.5022821867322,41.3395736801563,-0.039084345788106274,FALSE
Hist3h2bb-ps,0.0485686111518576,0.0174952509474806,-0.04339920373125542,FALSE
Pax3,0.0428177259637628,0.0105161474800653,-0.0453946359719567,FALSE
Idh2,67.0155940257285,63.3486220385405,-0.0799562979943615,FALSE
Kif5b,58.0086684549374,54.0187415663213,-0.10100376240781923,FALSE
Hspa1l,0.242105644133794,0.148220635356296,-0.11338799504532682,FALSE
Rps23,0.131120664941502,0.0439745496788027,-0.11566629851490855,FALSE
Hist1h2ba,0.104557426785249,0.0105928277221074,-0.12826658130693275,FALSE
Hist2h2ab,0.236251895636899,0.0931521949302881,-0.17747845789009736,FALSE
Acot9,60.1748254216315,51.9386871950822,-0.20861566073195523,FALSE
Gfap,0.300114735821707,0.100892001565377,-0.2399660012393995,FALSE
Cltc,110.433064057642,92.7349102931893,-0.24951900275917208,FALSE
Eif5a2,5.06801911946577,4.0000147144481,-0.27929329074574916,FALSE
Rab1b,76.0403145468396,61.9412685857861,-0.2916073370016437,FALSE
Dlst,60.5823944266704,48.4280654432106,-0.31718752069090655,FALSE
Rab1,116.964226001227,93.4716540195635,-0.3203959897830846,FALSE
Stk36,1.5102295500506,1.00641982606985,-0.3231957896192026,FALSE
Hist2h2aa1,0.295220969746586,0.0351872477966198,-0.323306497941287,FALSE
Hist1h1e,0.777114546463954,0.408660431893378,-0.3352127941849519,FALSE
Krt15,0.331179570422114,0.0496631178785315,-0.3427788185813085,FALSE
Hist2h2be,0.770641752195633,0.385323212235192,-0.3540497328254317,FALSE
Hist1h2ac,0.377463634603787,0.0685283295235252,-0.36638907359553635,FALSE
Rps15a,99.6820447219506,76.6553960221231,-0.3746483397599476,FALSE
Hspa1b,5.26076413829383,3.7911617326735,-0.38596323703249813,FALSE
Pycr1,12.5649752715737,9.27155240371008,-0.40123217601988576,FALSE
Hspa1a,1.81790911302673,1.12957856389912,-0.4040571262403072,FALSE
Rbmx,13.5893927284232,9.07314324400746,-0.5344058984229069,FALSE
Ubc,55.1927740348221,36.2000209570384,-0.5950811886254939,FALSE
Hist1h1d,0.965145478017684,0.285568687156685,-0.6122294233481,FALSE
Rab10,59.7193448946471,35.9708186250372,-0.7157692367949229,FALSE
Ubr2,21.4884134817172,12.0848141085071,-0.7812884564361082,FALSE
Glg1,55.3133103374615,29.804177154786,-0.870349962465032,FALSE
Copb2,133.7812791117,72.4824279707407,-0.8751489213914597,FALSE
Actg1,1833.54067629161,880.39619830446,-1.0575563140333828,FALSE
Hsp90b1,669.410071306502,307.14927940799,-1.1214144048008277,FALSE
Acta1,20.2799088837399,8.13245313799978,-1.2204176228081303,FALSE
Tubb6,187.001917047866,72.9587326184019,-1.3459549655188563,FALSE
P4hb,598.103086506542,229.6456935516,-1.3771259104082902,FALSE
Tuba1a,384.463244324104,136.254630847797,-1.4897384738712638,FALSE
Tagln2,390.348130166818,134.644375425906,-1.5286233251414083,FALSE
Trpv2,5.63903173292397,1.24942229708085,-1.561418315559275,FALSE
Hspa2,10.1694869856477,2.75980894911643,-1.5708316645927671,FALSE
Rab8b,13.7352938760702,3.83733712451829,-1.6069908424580015,FALSE
Eno2,5.867614956286,1.15953416342339,-1.669089014735065,FALSE
Myh9,372.640796646356,115.624668035325,-1.6797790123725191,FALSE
Lamb1,107.462885498409,32.4806237469635,-1.6958031460073961,FALSE
H1f0,80.892093395858,24.1961842854777,-1.7005188994691884,FALSE
Rab13,18.9433455587392,4.69811196136582,-1.8073515722977453,FALSE
Hist3h2a,6.71857652154943,1.14670820060667,-1.8462087059652572,FALSE
Tubb2a,69.6270482080021,14.5999883233531,-2.1786758524346674,FALSE
Myh10,144.470286594809,30.9084639972255,-2.1887134346041175,FALSE
Speg,8.34081554814977,0.953381143612867,-2.2575750421146012,FALSE
Hmga2,72.0070172936964,13.3737493907618,-2.3445987020119694,FALSE
Nid1,154.857192863635,26.60385703941,-2.497282965882684,FALSE
Lmna,207.150041330458,30.4199267438058,-2.727872122864951,FALSE
Fn1,1527.75216265699,205.093620166408,-2.890982789053,FALSE
Hist1h1c,57.0967946376704,6.49885249080806,-2.953716818589308,FALSE
Col4a2,240.263789910189,10.3349601176529,-4.411760184791562,FALSE
Serpinh1,1438.17765130127,59.806377170468,-4.564878241673085,FALSE
Acta2,2083.77923428095,68.4644210813853,-4.907476574362214,FALSE
